Accession,SRA_Accession,Release_Date,Species,Genus,Family,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
KM055573,,2018-08-31T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,2780,GenBank,partial,,,"Zhang,Y., Ren,L., Wang,J.",,China,Homo sapiens,oronasopharynx,2010,,"Human coronavirus 229E isolate 1829A_2010 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
KM055574,,2018-08-31T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,2780,GenBank,partial,,,"Zhang,Y., Ren,L., Wang,J.",,China,Homo sapiens,oronasopharynx,2010,,"Human coronavirus 229E isolate 1990A_2010 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
KM055575,,2018-08-31T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,2780,GenBank,partial,,,"Zhang,Y., Ren,L., Wang,J.",,China,Homo sapiens,oronasopharynx,2011,,"Human coronavirus 229E isolate 2764A_2011 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
KM055576,,2018-08-31T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,2780,GenBank,partial,,,"Zhang,Y., Ren,L., Wang,J.",,China,Homo sapiens,oronasopharynx,2011,,"Human coronavirus 229E isolate 2861A_2011 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
KM055577,,2018-08-31T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,2780,GenBank,partial,,,"Zhang,Y., Ren,L., Wang,J.",,China,Homo sapiens,oronasopharynx,2011,,"Human coronavirus 229E isolate 2961A_2011 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
KM055578,,2018-08-31T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,2780,GenBank,partial,,,"Zhang,Y., Ren,L., Wang,J.",,China,Homo sapiens,oronasopharynx,2011,,"Human coronavirus 229E isolate 2981A_2011 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
KM055579,,2018-08-31T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,2780,GenBank,partial,,,"Zhang,Y., Ren,L., Wang,J.",,China,Homo sapiens,oronasopharynx,2007,,"Human coronavirus 229E isolate 359A_2007 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
KM055580,,2018-08-31T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,2780,GenBank,partial,,,"Zhang,Y., Ren,L., Wang,J.",,China,Homo sapiens,oronasopharynx,2007,,"Human coronavirus 229E isolate 423A_2007 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
KM055581,,2018-08-31T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,2780,GenBank,partial,,,"Zhang,Y., Ren,L., Wang,J.",,China,Homo sapiens,oronasopharynx,2008,,"Human coronavirus 229E isolate 494A_2008 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
KM055582,,2018-08-31T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,2780,GenBank,partial,,,"Zhang,Y., Ren,L., Wang,J.",,China,Homo sapiens,oronasopharynx,2008,,"Human coronavirus 229E isolate 507A_2008 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
KM055583,,2018-08-31T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,2780,GenBank,partial,,,"Zhang,Y., Ren,L., Wang,J.",,China,Homo sapiens,oronasopharynx,2008,,"Human coronavirus 229E isolate 693A_2008 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
KM055584,,2018-08-31T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,2780,GenBank,partial,,,"Zhang,Y., Ren,L., Wang,J.",,China,Homo sapiens,oronasopharynx,2005,,"Human coronavirus 229E isolate 748_2005 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
KM055585,,2018-08-31T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,2780,GenBank,partial,,,"Zhang,Y., Ren,L., Wang,J.",,China,Homo sapiens,oronasopharynx,2005,,"Human coronavirus 229E isolate 857_2005 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
KM055586,,2018-08-31T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,2780,GenBank,partial,,,"Zhang,Y., Ren,L., Wang,J.",,China,Homo sapiens,oronasopharynx,2009,,"Human coronavirus 229E isolate 8339_2009 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
KM055587,,2018-08-31T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,2780,GenBank,partial,,,"Zhang,Y., Ren,L., Wang,J.",,China,Homo sapiens,oronasopharynx,2009,,"Human coronavirus 229E isolate 8348_2009 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
KM055588,,2018-08-31T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,2780,GenBank,partial,,,"Zhang,Y., Ren,L., Wang,J.",,China,Homo sapiens,oronasopharynx,2009,,"Human coronavirus 229E isolate 8373_2009 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
KM055589,,2018-08-31T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,2780,GenBank,partial,,,"Zhang,Y., Ren,L., Wang,J.",,China,Homo sapiens,oronasopharynx,2009,,"Human coronavirus 229E isolate 8425_2009 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
KM055590,,2018-08-31T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,2780,GenBank,partial,,,"Zhang,Y., Ren,L., Wang,J.",,China,Homo sapiens,oronasopharynx,2011,,"Human coronavirus 229E isolate 11949_2011 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
MH048989,,2018-05-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,3516,GenBank,partial,,,"Bonnin,A., Danneels,A., Dubuisson,J., Anne,G., Sandrine,B.",,France,,,2014,,"Human coronavirus 229E strain France/Lille/2014 spike protein gene, complete cds"
MG000865,,2018-02-03T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,411,GenBank,partial,,,"Bourgarel,M., Pfukenyi,D.M., Boue,V., Talignani,L., Chiweshe,N., Diop,F., Caron,A., Matope,G., Misse,D., Liegeois,F., Pfukeny,D.",29331670,Zimbabwe,Hipposideros,feces,2016-06-17,,"229E-related bat coronavirus isolate BtCov-Zim001Mab RNA-dependent RNA-polymerase gene, partial cds"
MG000866,,2018-02-03T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,411,GenBank,partial,,,"Bourgarel,M., Pfukenyi,D.M., Boue,V., Talignani,L., Chiweshe,N., Diop,F., Caron,A., Matope,G., Misse,D., Liegeois,F., Pfukeny,D.",29331670,Zimbabwe,Hipposideros,feces,2016-06-17,,"229E-related bat coronavirus isolate BtCov-Zim015Mab RNA-dependent RNA-polymerase gene, partial cds"
MG000867,,2018-02-03T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,411,GenBank,partial,,,"Bourgarel,M., Pfukenyi,D.M., Boue,V., Talignani,L., Chiweshe,N., Diop,F., Caron,A., Matope,G., Misse,D., Liegeois,F., Pfukeny,D.",29331670,Zimbabwe,Hipposideros,feces,2016-06-17,,"229E-related bat coronavirus isolate BtCov-Zim019Mab RNA-dependent RNA-polymerase gene, partial cds"
MG000868,,2018-02-03T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,411,GenBank,partial,,,"Bourgarel,M., Pfukenyi,D.M., Boue,V., Talignani,L., Chiweshe,N., Diop,F., Caron,A., Matope,G., Misse,D., Liegeois,F., Pfukeny,D.",29331670,Zimbabwe,Hipposideros,feces,2016-06-17,,"229E-related bat coronavirus isolate BtCov-Zim021Mab RNA-dependent RNA-polymerase gene, partial cds"
MG000869,,2018-02-03T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,412,GenBank,partial,,,"Bourgarel,M., Pfukenyi,D.M., Boue,V., Talignani,L., Chiweshe,N., Diop,F., Caron,A., Matope,G., Misse,D., Liegeois,F., Pfukeny,D.",29331670,Zimbabwe,Hipposideros,feces,2016-06-17,,"229E-related bat coronavirus isolate BtCov-Zim037Mab RNA-dependent RNA-polymerase gene, partial cds"
MG000870,,2018-02-03T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,383,GenBank,partial,,,"Bourgarel,M., Pfukenyi,D.M., Boue,V., Talignani,L., Chiweshe,N., Diop,F., Caron,A., Matope,G., Misse,D., Liegeois,F., Pfukeny,D.",29331670,Zimbabwe,Hipposideros,feces,2016-06-17,,"229E-related bat coronavirus isolate BtCov-Zim040Mab RNA-dependent RNA-polymerase gene, partial cds"
MG000871,,2018-02-03T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,415,GenBank,partial,,,"Bourgarel,M., Pfukenyi,D.M., Boue,V., Talignani,L., Chiweshe,N., Diop,F., Caron,A., Matope,G., Misse,D., Liegeois,F., Pfukeny,D.",29331670,Zimbabwe,Hipposideros,feces,2016-06-17,,"229E-related bat coronavirus isolate BtCov-Zim034Mab RNA-dependent RNA-polymerase gene, partial cds"
KX284927,,2017-11-14T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,387,GenBank,partial,,,"Anthony,S.J., Johnson,C.K., Greig,D.J., Kramer,S., Che,X., Wells,H., Hicks,A.L., Joly,D.O., Wolfe,N.D., Daszak,P., Karesh,W., Lipkin,W.I., Morse,S.S., Mazet,J.A., Goldstein,T.",28630747,Republic of the Congo,Hipposideros ruber,feces,2012-07-30,,"Human coronavirus 229E PREDICT-ZB12027 RNA-dependent RNA polymerase mRNA, partial cds"
KX284928,,2017-11-14T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,387,GenBank,partial,,,"Anthony,S.J., Johnson,C.K., Greig,D.J., Kramer,S., Che,X., Wells,H., Hicks,A.L., Joly,D.O., Wolfe,N.D., Daszak,P., Karesh,W., Lipkin,W.I., Morse,S.S., Mazet,J.A., Goldstein,T.",28630747,Republic of the Congo,Hipposideros,feces,2012-07-30,,"Human coronavirus 229E PREDICT-ZB12046 RNA-dependent RNA polymerase mRNA, partial cds"
KX284955,,2017-11-14T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,354,GenBank,partial,,,"Anthony,S.J., Johnson,C.K., Greig,D.J., Kramer,S., Che,X., Wells,H., Hicks,A.L., Joly,D.O., Wolfe,N.D., Daszak,P., Karesh,W., Lipkin,W.I., Morse,S.S., Mazet,J.A., Goldstein,T.",28630747,Cameroon,Hipposideros caffer,feces,2012-09-09,,"Human coronavirus 229E PREDICT-GVF-CM-ECO06296 RNA-dependent RNA polymerase mRNA, partial cds"
KX285803,,2017-11-14T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,286,GenBank,partial,,,"Anthony,S.J., Johnson,C.K., Greig,D.J., Kramer,S., Che,X., Wells,H., Hicks,A.L., Joly,D.O., Wolfe,N.D., Daszak,P., Karesh,W., Lipkin,W.I., Morse,S.S., Mazet,J.A., Goldstein,T.",28630747,Uganda,Rhinolophus,feces,2013-05-30,,"Human coronavirus 229E PREDICT_OTBA41-20130602 RNA-dependent RNA polymerase mRNA, partial cds"
KX285804,,2017-11-14T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,286,GenBank,partial,,,"Anthony,S.J., Johnson,C.K., Greig,D.J., Kramer,S., Che,X., Wells,H., Hicks,A.L., Joly,D.O., Wolfe,N.D., Daszak,P., Karesh,W., Lipkin,W.I., Morse,S.S., Mazet,J.A., Goldstein,T.",28630747,Uganda,Hipposideros,oronasopharynx,2013-05-30,,"Human coronavirus 229E PREDICT_OTBA42-20130602 RNA-dependent RNA polymerase mRNA, partial cds"
KX286258,,2017-11-14T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,286,GenBank,partial,,,"Anthony,S.J., Johnson,C.K., Greig,D.J., Kramer,S., Che,X., Wells,H., Hicks,A.L., Joly,D.O., Wolfe,N.D., Daszak,P., Karesh,W., Lipkin,W.I., Morse,S.S., Mazet,J.A., Goldstein,T.",28630747,Republic of the Congo,Hipposideros caffer,feces,2012-07-30,,"Human coronavirus 229E PREDICT_ZB12057 RNA-dependent RNA polymerase mRNA, partial cds"
MF593473,,2017-10-10T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27389,GenBank,complete,,,"Li,Y., Khalafalla,A.I., Paden,C.R., Yusof,M.F., Eltahir,Y.M., Al Hammadi,Z.M., Tao,Y., Queen,K., Al Hosani,F., Gerber,S.I., Hall,A.J., Al Muhairi,S., Tong,S., hALL,A.J.",,United Arab Emirates,Camelus,oronasopharynx,2015,,"Camel alphacoronavirus Abu Dhabi B38, complete genome"
MF542265,,2017-08-14T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27271,GenBank,complete,,,"Bonny,T.S., Subramaniam,K., Waltzek,T.B., Elbadry,M.A., Beau De Rochars,V.M., Telisma,T., Rashid,M., Morris,J.G. Jr., Lednicky,J.A.",29167251,Haiti,Homo sapiens,blood,2016-03,,"Human coronavirus 229E strain 229E/Haiti-1/2016, complete genome"
KY996417,,2017-06-13T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27270,GenBank,complete,,,"Bonny,T.S., Yezli,S., Lednicky,J.A.",28893443,USA,,,2016-11-23,,"Human coronavirus 229E strain 229E/UF-1/2016, complete genome"
KY983587,,2017-06-04T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27235,GenBank,complete,,,"Greninger,A.L., Makhsous,N., Kuypers,J., Shean,R.C., Jerome,K.R., Kuypers,J.M.",,USA,Homo sapiens,,2015,,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC3112/2015, complete genome"
KY621348,,2017-04-29T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27144,GenBank,complete,,,"Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C., Jerome,K.R.",,USA,Homo sapiens,,2016,,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC379/2016, complete genome"
KY967357,,2017-04-29T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27242,GenBank,complete,,,"Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C., Jerome,K.R.",,USA,Homo sapiens,,2015,,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC2872/2015, complete genome"
KY674914,,2017-03-29T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27055,GenBank,complete,,,"Greninger,A.L., Makhsous,N., Kuypers,J., Shean,R.C., Jerome,K.R., Kuypers,J.M.",,USA,Homo sapiens,,2016,,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC399/2016, complete genome"
KY674919,,2017-03-29T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27136,GenBank,complete,,,"Greninger,A.L., Makhsous,N., Kuypers,J., Shean,R.C., Jerome,K.R., Kuypers,J.M.",,USA,Homo sapiens,,2016,,"Human coronavirus 229E strain N08-434B, complete genome"
KY684760,,2017-03-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27249,GenBank,complete,,,"Greninger,A.L., Makhsous,N., Kuypers,J., Shean,R.C., Jerome,K.R., Kuypers,J.M.",,USA,Homo sapiens,,2016,,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC2282/2017, complete genome"
KY369908,,2017-01-15T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27193,GenBank,complete,,,"Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C., Jerome,K.R.",,USA,Homo sapiens,,2016,,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC579/2016, complete genome"
KY369909,,2017-01-15T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,26592,GenBank,complete,,,"Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C., Jerome,K.R.",,USA,Homo sapiens,,2016,,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC677/2016, complete genome"
KY369910,,2017-01-15T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27182,GenBank,complete,,,"Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C., Jerome,K.R.",,USA,Homo sapiens,,2016,,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC1143/2016, complete genome"
KY369911,,2017-01-15T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27226,GenBank,complete,,,"Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C., Jerome,K.R.",,USA,Homo sapiens,,2016,,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC1212/2016, complete genome"
KY369912,,2017-01-15T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27208,GenBank,complete,,,"Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C., Jerome,K.R.",,USA,Homo sapiens,,2016,,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC9731/2016, complete genome"
KY369913,,2017-01-15T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27238,GenBank,complete,,,"Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C., Jerome,K.R.",,USA,Homo sapiens,,2016,,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC1073/2016, complete genome"
KY369914,,2017-01-15T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27231,GenBank,complete,,,"Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C., Jerome,K.R.",,USA,Homo sapiens,,2016,,"Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC9773/2016, complete genome"
KY073747,,2016-12-06T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27837,GenBank,complete,,,"Tao,Y., Shi,M., Chommanard,C., Queen,K., Zhang,J., Markotter,W., Kuzmin,I.V., Holmes,E.C., Tong,S., Kuzmin,I.",28077633,Kenya,Hipposideros,feces,2009-06-20,,"229E-related bat coronavirus strain BtKY229E-1, complete genome"
KY073748,,2016-12-06T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27636,GenBank,complete,,,"Tao,Y., Shi,M., Chommanard,C., Queen,K., Zhang,J., Markotter,W., Kuzmin,I.V., Holmes,E.C., Tong,S., Kuzmin,I.",28077633,Kenya,Macronycteris vittata,feces,2010-06,,"229E-related bat coronavirus strain BtKY229E-8, complete genome"
KT253324,,2016-09-07T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27395,GenBank,complete,,,"Corman,V.M., Eckerle,I., Memish,Z.A., Liljander,A.M., Dijkman,R., Jonsdottir,H., Juma Ngeiywa,K.J., Kamau,E., Younan,M., Al Masri,M., Assiri,A., Gluecks,I., Musa,B.E., Meyer,B., Muller,M.A., Hilali,M., Bornstein,S., Wernery,U., Thiel,V., Jores,J., Drexler,J.F., Drosten,C.",27528677,Saudi Arabia,Camelus dromedarius,oronasopharynx,2014,,"Camel alphacoronavirus Camel229E isolate Camel229E-CoV/JC50/KSA/2014, complete genome"
KT253325,,2016-09-07T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27193,GenBank,complete,,,"Corman,V.M., Eckerle,I., Memish,Z.A., Liljander,A.M., Dijkman,R., Jonsdottir,H., Juma Ngeiywa,K.J., Kamau,E., Younan,M., Al Masri,M., Assiri,A., Gluecks,I., Musa,B.E., Meyer,B., Muller,M.A., Hilali,M., Bornstein,S., Wernery,U., Thiel,V., Jores,J., Drexler,J.F., Drosten,C.",27528677,Saudi Arabia,Camelus dromedarius,,2014,,"Camel alphacoronavirus Camel229E isolate Camel229E-CoV/JC49/KSA/2014, complete genome"
KT253326,,2016-09-07T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27193,GenBank,complete,,,"Corman,V.M., Eckerle,I., Memish,Z.A., Liljander,A.M., Dijkman,R., Jonsdottir,H., Juma Ngeiywa,K.J., Kamau,E., Younan,M., Al Masri,M., Assiri,A., Gluecks,I., Musa,B.E., Meyer,B., Muller,M.A., Hilali,M., Bornstein,S., Wernery,U., Thiel,V., Jores,J., Drexler,J.F., Drosten,C.",27528677,Saudi Arabia,Camelus dromedarius,,2014,,"Camel alphacoronavirus Camel229E isolate Camel229E-CoV/JC52/KSA/2014, complete genome"
KT253327,,2016-09-07T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27241,GenBank,complete,,,"Corman,V.M., Eckerle,I., Memish,Z.A., Liljander,A.M., Dijkman,R., Jonsdottir,H., Juma Ngeiywa,K.J., Kamau,E., Younan,M., Al Masri,M., Assiri,A., Gluecks,I., Musa,B.E., Meyer,B., Muller,M.A., Hilali,M., Bornstein,S., Wernery,U., Thiel,V., Jores,J., Drexler,J.F., Drosten,C.",27528677,Saudi Arabia,Camelus dromedarius,,2014,,"Camel alphacoronavirus Camel229E isolate Camel229E-CoV/AC04/KSA/2014, complete genome"
KT253328,,2016-09-07T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27270,GenBank,complete,,,"Corman,V.M., Eckerle,I., Memish,Z.A., Liljander,A.M., Dijkman,R., Jonsdottir,H., Juma Ngeiywa,K.J., Kamau,E., Younan,M., Al Masri,M., Assiri,A., Gluecks,I., Musa,B.E., Meyer,B., Muller,M.A., Hilali,M., Bornstein,S., Wernery,U., Thiel,V., Jores,J., Drexler,J.F., Drosten,C.",27528677,Saudi Arabia,Camelus dromedarius,,2014,,"Camel alphacoronavirus Camel229E isolate Camel229E-CoV/JC50_HUH7/KSA/2014, complete genome"
KU291448,,2016-09-04T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27022,GenBank,complete,,,"Corman,V.M., Eckerle,I., Memish,Z.A., Liljander,A.M., Dijkman,R., Jonsdottir,H., Juma Ngeiywa,K.J., Kamau,E., Younan,M., Al Masri,M., Assiri,A., Gluecks,I., Musa,B.E., Meyer,B., Muller,M.A., Hilali,M., Bornstein,S., Wernery,U., Thiel,V., Jores,J., Drexler,J.F., Drosten,C.",27528677,Germany,Homo sapiens,,2015,,"Human coronavirus 229E isolate HCoV-229E/BN1/GER/2015, complete genome"
KU291449,,2016-09-04T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,27164,GenBank,complete,,,"Corman,V.M., Eckerle,I., Memish,Z.A., Liljander,A.M., Dijkman,R., Jonsdottir,H., Juma Ngeiywa,K.J., Kamau,E., Younan,M., Al Masri,M., Assiri,A., Gluecks,I., Musa,B.E., Meyer,B., Muller,M.A., Hilali,M., Bornstein,S., Wernery,U., Thiel,V., Jores,J., Drexler,J.F., Drosten,C.",27528677,Kenya,Camelus dromedarius,,2015,,"Camel alphacoronavirus Camel229E isolate Camel229E-CoV/KCSP1/KEN/2015, complete genome"
KX255651,,2016-06-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,525,GenBank,partial,,,"Nandhini,G., Sujatha,S.",,India,Homo sapiens,oronasopharynx,2012-05,,"Human coronavirus 229E strain India/Puducherry/JIM 159/2012 nucleocapsid protein gene, partial cds"
KX268229,,2016-06-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,658,GenBank,partial,,,"Nandhini,G., Sujatha,S.",,India,Homo sapiens,oronasopharynx,2014-02,,"Human coronavirus 229E strain India/Pondicherry/POM 309/2014 nucleocapsid protein gene, partial cds"
KT359730,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0011 replicase polyprotein 1a gene, partial cds"
KT359731,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0051 replicase polyprotein 1a gene, partial cds"
KT359732,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0052 replicase polyprotein 1a gene, partial cds"
KT359733,,2016-03-09T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,767,GenBank,partial,,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",26928836,Malaysia,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0106 replicase polyprotein 1a gene, partial cds"
