Accession,SRA_Accession,Release_Date,Species,Genus,Family,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
HM130807,,2010-10-13T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,379,GenBank,partial,,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",21181925,China,Homo sapiens,,2007-11-17,,"Human coronavirus 229E strain PUMCH6375 polymerase gene, partial cds"
HM130808,,2010-10-13T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,379,GenBank,partial,,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",21181925,China,Homo sapiens,,2007-11-20,,"Human coronavirus 229E strain PUMCH6389 polymerase gene, partial cds"
HM130809,,2010-10-13T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,379,GenBank,partial,,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",21181925,China,Homo sapiens,,2009-01-06,,"Human coronavirus 229E strain PUMCH7980 polymerase gene, partial cds"
HM130810,,2010-10-13T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,379,GenBank,partial,,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",21181925,China,Homo sapiens,,2009-04-08,,"Human coronavirus 229E strain PUMCH8339 polymerase gene, partial cds"
HM130811,,2010-10-13T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,379,GenBank,partial,,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",21181925,China,Homo sapiens,,2009-04-10,,"Human coronavirus 229E strain PUMCH8348 polymerase gene, partial cds"
HM130812,,2010-10-13T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,379,GenBank,partial,,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",21181925,China,Homo sapiens,,2009-04-15,,"Human coronavirus 229E strain PUMCH8373 polymerase gene, partial cds"
HM130813,,2010-10-13T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,379,GenBank,partial,,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",21181925,China,Homo sapiens,,2009-04-20,,"Human coronavirus 229E strain PUMCH8387 polymerase gene, partial cds"
HM130814,,2010-10-13T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,379,GenBank,partial,,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",21181925,China,Homo sapiens,,2009-04-29,,"Human coronavirus 229E strain PUMCH8425 polymerase gene, partial cds"
GU068546,,2010-07-24T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1641,GenBank,partial,,,"Wang,W., Sheng,J., Ren,P., Zhang,J., Lin,X., Hou,L., Deubel,V.",,China:Shanghai,Homo sapiens,,2007-12-17,,"Human coronavirus 229E strain HCoV/229E/N01 spike glycoprotein gene, partial cds"
GU068547,,2010-07-24T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1643,GenBank,partial,,,"Wang,W., Sheng,J., Ren,P., Zhang,J., Lin,X., Hou,L., Deubel,V.",,China:Shanghai,Homo sapiens,,2008-01-17,,"Human coronavirus 229E strain HCoV/229E/N02 spike glycoprotein gene, partial cds"
GU068548,,2010-07-24T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1628,GenBank,partial,,,"Wang,W., Sheng,J., Ren,P., Zhang,J., Lin,X., Hou,L., Deubel,V.",,China:Shanghai,Homo sapiens,,2008-01-24,,"Human coronavirus 229E strain HCoV/229E/N03 spike glycoprotein gene, partial cds"
GU068549,,2010-07-24T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1642,GenBank,partial,,,"Wang,W., Sheng,J., Ren,P., Zhang,J., Lin,X., Hou,L., Deubel,V.",,China:Shanghai,Homo sapiens,,2008-02-21,,"Human coronavirus 229E strain HCoV/229E/N04 spike glycoprotein gene, partial cds"
GU068550,,2010-07-24T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,448,GenBank,partial,,,"Wang,W., Sheng,J., Ren,P., Zhang,J., Lin,X., Hou,L., Deubel,V.",,China:Shanghai,Homo sapiens,,2007-12-17,,"Human coronavirus 229E strain HCoV/229E/N01 polymerase gene, partial cds"
GU068551,,2010-07-24T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,461,GenBank,partial,,,"Wang,W., Sheng,J., Ren,P., Zhang,J., Lin,X., Hou,L., Deubel,V.",,China:Shanghai,Homo sapiens,,2008-01-17,,"Human coronavirus 229E strain HCoV/229E/N02 polymerase gene, partial cds"
GU068552,,2010-07-24T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,463,GenBank,partial,,,"Wang,W., Sheng,J., Ren,P., Zhang,J., Lin,X., Hou,L., Deubel,V.",,China:Shanghai,Homo sapiens,,2008-01-24,,"Human coronavirus 229E strain HCoV/229E/N03 polymerase-like gene, partial sequence"
GU068553,,2010-07-24T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,464,GenBank,partial,,,"Wang,W., Sheng,J., Ren,P., Zhang,J., Lin,X., Hou,L., Deubel,V.",,China:Shanghai,Homo sapiens,,2008-02-21,,"Human coronavirus 229E strain HCoV/229E/N04 polymerase gene, partial cds"
FJ235172,,2009-04-07T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,286,GenBank,partial,,,"Koetz,A., Koetz,K., Berg,S., Ripa,T.",,Sweden,Homo sapiens,oronasopharynx,2004-02,,"Human coronavirus 229E isolate SWE 10652/04 spike protein (S) gene, partial cds"
FJ235173,,2009-04-07T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,286,GenBank,partial,,,"Koetz,A., Koetz,K., Berg,S., Ripa,T.",,Sweden,Homo sapiens,oronasopharynx,2004-03,,"Human coronavirus 229E isolate SWE 10697/04 spike protein (S) gene, partial cds"
FJ235174,,2009-04-07T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,286,GenBank,partial,,,"Koetz,A., Koetz,K., Berg,S., Ripa,T.",,Sweden,Homo sapiens,oronasopharynx,2004-03,,"Human coronavirus 229E isolate SWE 10724/04 spike protein (S) gene, partial cds"
FJ235175,,2009-04-07T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,286,GenBank,partial,,,"Koetz,A., Koetz,K., Berg,S., Ripa,T.",,Sweden,Homo sapiens,oronasopharynx,2005-04,,"Human coronavirus 229E isolate SWE 36478/05 spike protein (S) gene, partial cds"
FJ235176,,2009-04-07T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,286,GenBank,partial,,,"Koetz,A., Koetz,K., Berg,S., Ripa,T.",,Sweden,Homo sapiens,oronasopharynx,2006-02,,"Human coronavirus 229E isolate SWE 37174/06 spike protein (S) gene, partial cds"
FJ235177,,2009-04-07T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,286,GenBank,partial,,,"Koetz,A., Koetz,K., Berg,S., Ripa,T.",,Sweden,Homo sapiens,oronasopharynx,2006-03,,"Human coronavirus 229E isolate SWE 37253/06 spike protein (S) gene, partial cds"
FJ235178,,2009-04-07T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,286,GenBank,partial,,,"Koetz,A., Koetz,K., Berg,S., Ripa,T.",,Sweden,Homo sapiens,oronasopharynx,2006-01,,"Human coronavirus 229E isolate SWE bla gas 110051 spike protein (S) gene, partial cds"
